price,sqft,Bedrooms,Baths,Age,Occupancy,Pool,Fireplace,Waterfront,DOM
119900,2490,3,2,35,1,No,0,0,135
315000,3200,4,4,2,1,No,1,0,52
117500,1979,3,2,8,1,No,1,0,22
132670,1855,2,2,1,2,No,0,0,0
290000,2824,3,2,25,1,No,1,0,73
48000,720,1,1,35,2,No,0,0,15
133800,2418,4,2,1,2,No,0,0,0
134000,2086,3,2,1,2,No,1,0,3
195000,2851,4,2,8,2,No,1,0,112
123000,2590,3,2,45,2,No,0,0,21
73000,915,3,1,25,2,Yes,0,0,120
95000,1826,3,2,25,1,No,1,0,174
108900,1755,3,2,8,1,No,1,0,5
228000,3005,4,3,2,1,No,1,1,156
360000,6213,4,5,25,1,Yes,1,0,418
185000,3479,4,2,35,1,No,1,0,76
125000,2367,3,2,25,2,No,1,0,85
318600,3600,4,3,1,2,No,1,1,118
130000,2905,3,2,25,2,No,0,0,17
119900,2363,3,2,25,1,No,0,0,19
1007000,7099,5,5,2,1,No,1,0,192
100200,1352,3,2,13,1,No,1,0,7
135900,1405,3,2,1,2,No,0,0,51
103500,1452,3,2,18,2,No,0,0,14
34000,1111,3,1,35,1,No,0,0,1
33000,1579,3,1,45,2,No,0,0,32
111800,1937,3,2,1,2,No,0,0,30
95900,1088,2,1,18,2,No,0,0,481
114000,1896,3,2,1,2,No,1,0,99
146000,1810,3,2,35,1,No,1,0,255
51000,1400,3,2,25,2,No,0,0,11
190000,3264,3,2,18,1,Yes,1,0,5
158900,2932,4,2,1,2,No,0,0,42
153900,2522,3,2,1,2,No,1,0,133
103000,1960,3,2,35,1,No,1,0,21
41500,1015,3,1,45,2,No,0,0,11
255000,3251,4,3,5,1,No,1,0,125
131000,2170,3,2,13,2,No,0,0,21
112000,1811,3,2,13,1,No,1,0,49
95900,1088,2,1,18,3,No,0,0,19
149000,2107,3,2,63,1,No,0,0,4
125000,2127,3,2,2,2,No,0,0,59
78000,1916,3,2,25,1,No,0,0,121
189900,1936,3,2,45,1,No,1,0,11
158500,3213,4,2,35,1,No,1,0,49
72000,1175,3,1,25,1,No,0,0,68
239900,3400,4,2,8,2,No,1,0,64
149500,2712,3,2,25,2,No,1,0,22
85000,1400,3,2,35,1,No,0,0,26
153000,2789,4,2,63,2,No,0,0,261
141000,2276,3,2,8,1,No,1,0,8
79900,1009,3,1,35,1,Yes,0,0,10
168075,2624,4,2,1,2,No,1,0,66
167500,2560,3,2,2,1,No,1,0,149
180000,2570,3,2,25,2,No,1,0,8
154000,3179,4,3,25,2,No,0,0,123
114000,3299,3,2,25,1,No,1,0,13
107900,2796,4,2,25,1,No,1,0,93
162000,1949,3,2,63,1,No,0,0,25
138900,2536,4,2,1,2,No,0,0,242
116900,1910,3,2,8,1,No,1,0,58
332000,3670,3,2,45,1,No,1,1,35
197500,3128,3,2,63,1,No,1,0,37
175000,3234,4,2,25,1,Yes,1,0,15
161000,2704,3,2,8,1,No,1,0,86
228000,3737,3,2,2,1,No,1,0,77
127820,2019,3,2,2,1,No,1,0,83
142000,2532,4,2,2,1,No,1,1,227
401000,5017,4,4,45,2,No,1,0,3
82300,1231,3,1,35,2,No,0,0,44
169000,2314,3,2,25,1,No,1,1,191
136000,2265,3,2,25,1,No,1,0,15
155000,1196,2,2,1,2,No,0,1,106
230000,5216,4,3,25,1,Yes,1,1,365
159691,2502,4,2,1,2,No,0,0,77
134900,2418,4,2,1,2,No,0,0,14
128000,1304,3,2,45,2,No,0,0,22
140000,2779,3,2,35,2,No,1,0,256
131900,2226,3,2,8,1,No,1,0,151
168000,2985,3,2,8,1,No,1,0,128
62000,1090,3,1,35,2,No,0,0,168
170000,2477,3,2,8,1,No,1,0,1
164000,2456,4,2,8,1,No,1,0,42
89000,1612,2,2,63,1,No,0,0,70
45000,1300,3,1,35,2,No,1,0,177
112000,1964,3,2,25,1,No,1,0,96
135000,2876,3,2,25,1,No,1,0,44
170000,2482,3,2,1,2,No,1,0,235
171000,1588,3,2,5,3,No,0,0,51
71000,1949,4,2,45,2,No,1,0,95
35500,1385,3,1,35,2,No,0,0,25
95900,1088,2,1,18,3,No,0,0,13
260000,3321,4,2,2,1,No,1,0,28
97900,2419,3,2,18,2,No,0,0,46
246000,3370,4,3,2,1,No,1,0,117
146000,2536,4,2,1,2,No,0,0,111
121500,1897,3,2,13,2,No,1,0,140
158900,2523,4,2,1,2,No,0,0,11
80500,1618,2,2,18,2,No,1,0,74
176900,2374,3,2,1,2,No,1,0,203
115500,2903,4,2,35,2,No,0,0,44
97500,1584,3,2,25,1,No,1,0,34
132000,2588,3,2,35,2,No,0,0,49
120000,1644,3,2,35,1,No,0,0,24
134200,2418,4,2,1,2,No,0,0,0
135000,2573,4,2,35,2,No,0,0,45
101313,1228,2,2,25,2,No,1,0,132
133000,1976,4,2,35,2,No,0,0,29
110000,1945,3,2,25,1,No,1,0,44
207100,1817,2,2,1,2,No,0,0,423
320000,4411,4,3,5,1,No,1,1,12
155000,2290,3,2,2,1,No,1,0,76
113500,1960,3,2,1,2,No,0,0,103
124000,2195,3,2,45,1,No,1,0,20
122100,2087,3,2,1,2,No,0,0,0
138900,2360,3,2,18,2,No,1,0,89
227500,3094,4,2,8,1,No,1,0,1
182500,3353,3,2,35,2,Yes,1,0,9
75000,2294,3,3,35,2,No,0,0,19
212000,2109,3,2,2,1,No,1,0,55
124900,2917,3,2,25,1,No,1,0,5
167900,2370,3,2,1,2,No,1,0,257
129000,1907,3,2,25,1,No,1,0,28
126600,2348,3,2,1,2,No,0,0,0
75000,1594,3,1,35,1,No,0,0,177
140000,2099,3,2,8,1,No,1,0,31
45000,1130,3,1,35,2,No,1,0,74
214000,3122,4,2,13,1,No,1,0,34
85000,1421,3,1,25,1,No,0,0,42
129500,2246,3,2,2,1,No,1,0,150
22000,1414,3,1,35,2,No,0,0,279
208000,3157,3,2,18,1,No,1,0,21
125000,2238,3,2,18,1,No,1,1,27
132000,1873,3,2,1,2,No,1,0,163
94000,1913,2,2,25,1,No,1,0,165
73500,1266,3,1,35,2,No,0,0,25
369250,4075,4,3,1,2,No,1,1,137
92000,1346,3,2,18,2,No,0,0,31
94900,1088,2,1,18,2,No,0,0,34
95000,1605,3,2,35,2,No,0,0,115
94900,1088,2,1,18,3,No,0,0,17
108000,2461,3,3,25,1,Yes,0,0,51
169500,2482,3,2,1,1,No,1,0,0
118000,2492,3,2,18,1,No,1,0,17
155000,1196,2,2,1,2,No,0,1,106
55500,810,3,1,35,2,No,0,0,27
95900,1088,2,1,18,3,No,0,0,19
164300,2980,4,2,1,2,No,0,0,134
227500,3262,4,2,8,1,No,1,0,53
150000,3425,4,2,35,1,No,1,1,7
140000,1400,2,2,1,2,No,0,1,106
109000,1608,3,1,45,2,No,0,0,110
172500,3310,3,2,45,1,No,1,0,155
154600,2932,4,2,1,2,No,0,0,221
106500,2019,4,1,25,3,No,0,0,21
42000,1370,3,1,35,2,No,0,0,49
167000,2696,4,2,13,1,No,0,0,174
115000,1998,3,2,5,2,No,1,0,14
97500,1358,3,2,25,1,No,1,0,35
135900,2137,3,2,1,2,No,1,0,129
69000,1364,3,1,45,2,No,0,0,7
159850,2376,4,2,1,2,No,1,1,241
150000,2523,3,2,25,1,No,1,0,31
133800,2418,4,2,1,2,No,0,0,0
106000,1843,3,2,8,2,No,1,0,5
129400,2182,3,2,1,2,No,0,0,209
145000,1196,2,2,1,2,No,1,1,106
360000,4605,4,3,5,1,No,1,0,78
101900,1892,3,2,35,2,No,1,0,124
95900,1088,2,1,18,3,No,0,0,51
133000,2886,3,2,45,2,No,1,0,68
135000,1914,3,2,2,1,No,0,0,35
150000,2680,3,2,25,1,Yes,1,0,9
125000,2430,3,2,25,1,No,0,0,19
94900,1088,2,1,18,3,No,0,0,29
160500,2305,4,2,2,1,No,1,0,124
161500,2302,3,2,8,1,No,1,0,28
106000,1510,3,2,18,2,No,1,0,21
272000,3366,4,3,1,2,No,1,0,26
315000,3835,3,2,63,2,No,1,0,48
175000,2469,3,2,8,2,No,1,0,19
164900,2669,4,2,25,1,No,1,0,9
86000,2037,3,2,35,1,No,0,0,26
235000,3964,3,2,8,1,No,1,0,15
64900,1970,4,1,35,2,No,1,0,70
98900,1228,2,2,25,3,No,1,0,123
149000,2967,4,3,13,1,Yes,1,0,62
190000,2635,4,2,8,1,No,1,1,70
51500,1700,3,2,35,2,No,0,0,13
214000,3041,3,2,2,1,No,1,0,70
93300,1501,3,1,35,2,No,0,0,10
61500,1763,3,1,35,2,No,0,1,95
147000,2126,3,2,45,1,No,1,0,66
77500,1330,3,1,25,2,No,0,0,28
127000,2009,3,2,35,1,No,1,0,112
98000,1680,3,1,35,1,No,0,0,70
133000,2418,4,2,1,2,No,0,0,0
188000,3125,3,2,8,1,No,1,0,10
91500,1341,3,1,18,1,No,0,0,6
52900,1482,3,1,45,2,No,0,0,21
138000,2630,4,2,13,2,No,0,0,126
82500,1656,2,2,25,1,No,1,0,6
182000,1751,3,2,5,1,No,1,1,79
181900,2985,4,2,1,2,No,0,0,0
35000,1714,3,1,35,2,No,1,0,33
248840,2820,4,3,1,2,No,1,0,365
118000,2978,4,2,25,2,No,1,0,55
172600,3594,4,3,13,2,No,1,0,48
169900,1943,2,2,1,2,No,1,0,402
120000,1684,3,2,18,1,No,1,0,10
225000,3137,4,2,5,1,No,1,0,169
131000,2122,3,2,2,2,No,0,0,21
118750,2215,3,2,13,2,No,1,0,10
114000,2193,4,2,45,2,No,1,0,26
196900,2642,4,2,8,1,No,1,0,80
103500,1483,3,2,18,1,No,0,0,71
23000,933,2,1,45,2,No,0,0,3
263000,3682,3,2,13,1,No,1,0,8
108000,1681,3,2,5,1,No,1,1,4
115900,1700,3,2,2,1,No,1,1,4
105900,1655,3,2,5,1,No,0,0,7
110000,2739,5,3,35,1,No,0,0,15
108000,2418,3,2,13,1,No,1,0,7
735000,5582,4,3,13,1,No,1,0,187
103000,2827,3,2,35,1,No,0,0,67
540000,5138,4,3,8,1,Yes,1,0,12
157900,2462,3,2,1,2,No,1,0,221
142900,1995,3,2,8,1,Yes,1,0,49
170000,2244,3,2,8,1,No,1,0,23
159900,1722,3,2,1,2,No,0,1,1
118900,1872,4,2,25,1,No,0,0,8
98400,2037,3,2,25,1,No,0,0,26
119000,1350,3,2,8,2,No,1,0,47
168500,2201,3,2,8,1,No,1,0,30
109900,1860,3,2,35,1,No,0,0,0
59500,1160,2,2,18,2,No,1,0,345
142500,2247,3,2,8,1,No,1,0,49
105000,1368,3,2,5,1,No,1,0,35
95900,1088,2,1,18,3,No,0,0,3
284000,3558,4,3,2,1,No,1,0,2
95900,1088,2,1,18,3,No,0,0,6
149900,2486,3,2,18,1,No,0,0,7
187400,2226,4,2,2,1,No,1,0,67
244500,2937,4,3,2,1,No,1,1,108
193500,3438,4,2,13,2,No,1,0,318
160500,3040,4,2,1,2,No,0,0,142
184700,3279,4,2,25,1,Yes,1,0,40
210000,2437,3,2,8,1,Yes,1,0,10
199000,2027,4,2,8,1,No,1,0,14
99000,2278,3,1,45,1,No,0,0,8
136000,2210,4,3,25,2,No,0,0,196
113000,2076,2,2,25,1,Yes,1,1,28
128800,1498,4,2,8,2,Yes,1,0,51
78000,1396,4,1,45,2,No,0,0,114
93900,1500,3,2,25,2,No,0,0,27
134000,2428,3,2,2,1,No,1,0,117
105000,2311,3,2,35,1,No,0,0,89
127000,1862,3,2,8,1,No,1,1,29
120000,2433,3,2,35,1,No,1,0,1
254250,4222,4,3,25,1,No,1,0,20
106000,2163,3,2,25,3,No,0,0,12
57000,1393,3,1,35,2,No,0,0,90
89000,1591,3,2,35,1,No,0,0,51
90500,1628,3,2,35,2,No,1,0,28
110000,1819,3,2,35,2,No,0,0,5
119900,2645,3,1,35,1,No,1,0,7
111900,1933,3,2,1,2,No,0,0,0
52000,960,3,1,35,2,No,0,0,19
213500,2815,3,2,5,2,No,1,0,66
307000,4341,4,3,13,1,Yes,1,0,9
95900,1088,2,1,18,3,No,0,0,53
81500,1119,3,1,35,1,No,1,0,49
286000,3010,4,2,1,2,No,1,0,51
220000,3380,3,3,13,1,Yes,1,0,14
149900,3040,4,2,35,2,No,1,0,138
120000,1955,2,1,63,1,No,1,0,9
165500,2181,3,2,2,1,No,1,0,4
268900,3557,4,3,1,2,No,1,0,76
84500,1162,3,1,25,1,No,0,0,43
124500,2255,3,2,18,1,No,1,0,180
185000,2495,3,2,18,1,No,1,0,68
72190,1349,3,2,35,1,No,0,0,25
225000,2591,3,3,13,2,Yes,1,0,30
110050,2084,3,2,2,2,No,1,0,12
149900,2842,4,2,1,2,No,0,0,297
116500,2518,4,2,25,2,No,1,0,8
95900,1088,2,1,18,3,No,0,0,47
109900,1875,2,2,25,2,No,1,0,12
110500,1964,3,1,25,1,No,1,0,257
100000,1556,3,1,1,2,No,0,0,36
133000,1934,3,2,1,2,No,1,0,463
80000,2176,4,2,63,1,No,0,0,19
165800,2980,4,2,1,2,No,0,0,126
210000,3069,4,2,8,1,No,1,0,50
106000,1557,3,2,8,2,No,1,0,61
150900,2458,3,2,1,2,No,0,0,239
90900,1337,3,1,25,1,No,1,0,121
185000,4599,5,3,13,2,Yes,1,0,293
233500,3166,3,2,25,3,Yes,1,1,71
178000,2432,4,2,25,1,No,1,0,45
158000,2205,3,2,1,1,No,1,0,112
150000,1900,3,2,25,2,Yes,1,0,31
60000,1383,3,2,25,2,No,1,0,14
123000,1484,3,2,18,1,No,1,0,20
400000,3133,4,3,8,1,No,1,0,51
154600,2932,4,2,1,2,No,0,0,0
105000,1962,3,2,18,2,No,1,0,16
380000,4327,5,3,5,2,No,1,0,71
268600,3327,4,3,2,1,No,1,0,122
113100,1933,3,2,1,2,No,0,0,119
60000,1131,3,1,63,3,No,0,0,0
101500,1910,2,2,25,2,No,0,0,77
119900,2282,3,2,25,2,No,1,0,25
228500,2737,5,3,2,1,No,1,0,133
148500,2135,3,2,25,1,No,1,0,48
77400,1088,2,1,18,2,No,1,0,106
75000,1617,3,2,5,2,No,0,0,40
80500,1334,3,1,35,2,No,0,0,11
75200,975,2,2,18,2,No,1,0,115
133800,2418,4,2,1,2,No,0,0,0
146280,2370,3,2,2,2,No,1,0,70
128900,1851,3,2,8,2,No,1,0,13
135000,1189,2,1,63,2,No,0,0,26
320000,4500,4,2,18,1,No,1,0,57
89900,1393,3,1,45,1,No,0,0,43
330000,4249,5,3,8,2,Yes,1,0,41
169900,2595,3,2,8,1,No,1,1,4
94900,1420,3,2,1,2,No,0,0,9
194900,3010,4,2,1,2,No,0,0,114
161000,2420,3,2,1,2,No,1,1,447
177500,3070,4,3,25,1,Yes,1,0,91
209900,2879,4,2,1,2,No,1,0,121
95900,1088,2,1,18,3,No,0,0,43
103000,3153,3,2,35,2,No,1,0,46
100000,1241,2,2,25,2,No,1,0,94
117000,2320,3,2,25,2,No,0,0,84
160000,2081,3,2,8,1,No,1,1,66
125000,2071,3,2,13,1,No,1,0,16
77900,1108,2,1,18,2,No,0,0,144
136000,2024,3,2,5,2,No,1,1,10
102000,1172,2,2,18,3,No,1,0,28
156900,2815,3,2,35,1,Yes,0,0,18
81900,1404,3,2,45,1,No,0,0,32
102565,2890,3,2,25,1,Yes,1,0,15
136400,2534,3,2,25,1,No,1,0,130
142500,2693,3,2,8,2,No,1,0,9
147000,2040,3,2,25,1,No,0,0,19
180000,1537,3,2,45,2,No,1,0,23
72200,1419,3,2,35,1,No,0,0,4
103500,2565,3,2,18,1,No,0,0,134
82900,1400,3,2,35,2,No,0,0,0
103100,1772,3,2,1,2,No,0,0,0
105000,1927,3,2,25,2,No,0,0,93
172000,2268,3,2,8,1,No,0,0,11
110000,2005,3,2,25,1,No,0,0,71
129800,2348,3,2,1,2,No,0,0,0
204200,2505,3,2,1,2,No,1,0,187
115000,2447,3,2,35,2,Yes,0,0,7
175900,3116,5,3,1,2,No,0,0,0
124000,2136,3,2,80,1,No,1,0,154
82725,1062,3,2,1,2,No,0,0,115
77900,1108,2,1,18,2,No,0,0,144
116000,2453,3,2,25,1,No,1,0,52
94900,1088,2,1,18,2,No,0,0,32
176700,3031,5,3,45,1,No,0,0,101
219000,2918,3,3,63,2,No,1,0,263
286000,3159,4,3,1,2,No,1,0,30
201700,2856,4,3,1,2,No,1,1,316
24000,838,2,1,45,2,No,0,0,8
130000,2051,3,2,25,1,No,0,0,31
172000,2603,3,2,8,1,No,1,0,126
182000,2777,4,2,1,2,No,1,0,221
